"AGER" "RELAT" "familr" "sexer" "IMPNBS" "REJETS" "OPGNB" "MOYRV" "TAVEP" "ENDET" "GAGET" "GAGEC" "GAGEM" "KVUNB" "QSMOY" "QCRED" "DMVTP" "BOPPN" "FACAN" "LGAGT" "VIENB" "VIEMT" "UEMNB" "UEMMTS" "XLGNB" "XLGMT" "YLVNB" "YLVMT" "NBELTS" "MTELTS" "NBCATS" "MTCATS" "NBBECS" "MTBECS" "ROCNB" "NTCAS" "NPTAG" "SEGV2S" "ITAVC" "HAVEF" "JNBJD1S" "JNBJD2S" "JNBJD3S" "DEPTS" "PVS" "SEXEQ" "FAMIQ" "PCSPQ" "QUALS" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "jnbjdq1" "jnbjdq2" "jnbjdq3" "itavcq" "CARVP"
"2740443" 60 292 3 1 0 0 1 35 81286 0 0 0 0 1 7536 22 13 33 39942 0 3 291950 3 81286 1 10067 1 40000 1 31219 0 0 0 0 0 1 0 5 408302 324276 0 0 0 "65" "1" "femme" "M" "700" "A" "K0" "V1" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q1" "O1" "M2" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"2741219" 40 262 3 1 0 0 7 44 160354 6 358063 0 0 3 4669 33 13 81 58900 358063 1 8125 3 160354 1 129973 2 30381 0 0 0 0 0 0 9 3 0 6 185650 8747 32 1 3 "65" "1" "femme" "M" "428" "D" "K1" "V1" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A1" "R2" "Q1" "O2" "M2" "T2" "D0" "B2" "J2" "J1" "J2" "I2" "non"
"2742152" 53 205 2 0 0 0 0 3 12482 0 0 0 0 1 2729 3 16 7 0 0 1 14006 3 12482 0 0 3 12482 0 0 0 0 0 0 0 1 0 3 28622 14680 2 3 0 "65" "2" "homme" "D" "555" "B" "K0" "V1" "U2" "X0" "Y2" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q0" "O0" "M0" "T1" "D2" "B0" "J1" "J2" "J0" "I1" "non"
"2743596" 42 167 3 0 0 0 1 16 144648 0 0 0 0 2 6595 14 13 24 0 0 1 70917 2 144648 1 114648 1 30000 0 0 0 0 0 0 12 1 0 5 226767 73066 0 0 0 "65" "1" "homme" "M" "545" "A" "K1" "V1" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R1" "Q1" "O1" "M1" "T2" "D0" "B0" "J0" "J0" "J0" "I2" "non"
"2743867" 28 116 1 0 0 0 0 7 89248 0 0 0 0 2 6263 7 13 15 0 0 0 0 4 89248 1 28983 3 60265 0 0 0 0 0 0 1 1 0 4 99665 0 0 0 0 "31" "3" "homme" "C" "840" "B" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q1" "O0" "M0" "T2" "D0" "B0" "J0" "J0" "J0" "I2" "non"
"2744005" 35 198 1 0 0 0 2 3 2116 45 5216 0 5216 1 1344 3 13 5 0 0 0 0 1 2116 1 2116 0 0 0 0 0 0 0 0 0 1 1 3 5901 0 0 0 0 "65" "1" "homme" "C" "850" "C" "K0" "V0" "U1" "X1" "Y0" "R0" "N1" "E1" "G1" "F0" "L0" "H0" "A0" "R1" "Q0" "O1" "M0" "T1" "D0" "B0" "J0" "J0" "J0" "I0" "non"
"2744349" 25 87 1 1 0 0 1 5 34911 0 0 0 0 1 39711 5 16 6 0 0 0 0 2 34911 0 0 2 34911 0 0 0 0 0 0 1 1 0 4 88765 0 0 0 0 "65" "1" "femme" "C" "635" "C" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q2" "O1" "M0" "T1" "D2" "B0" "J0" "J0" "J0" "I2" "non"
"2810269" 66 339 3 1 0 0 1 14 459 0 0 0 0 1 31221 14 14 27 0 0 0 0 1 459 0 0 1 459 0 0 0 0 0 0 3 1 0 6 51403 0 0 0 0 "31" "1" "femme" "M" "5" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q2" "O1" "M1" "T1" "D1" "B1" "J0" "J0" "J0" "I1" "non"
"2810686" 66 325 3 1 0 0 1 16 1261 29 29546 0 29546 1 5990 16 13 72 39000 0 0 0 2 1261 0 0 2 1261 0 0 0 0 0 0 13 1 0 6 29773 200 2 3 1 "31" "1" "femme" "M" "758" "B" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "A2" "R2" "Q1" "O1" "M1" "T1" "D0" "B2" "J1" "J2" "J1" "I1" "non"
"2840122" 54 311 3 1 0 0 0 111 353070 0 0 0 0 1 126278 61 13 57 41500 0 2 113357 3 353070 2 321879 1 31191 0 0 0 0 0 0 18 2 0 5 515532 136090 0 0 0 "31" "1" "femme" "M" "385" "A" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q2" "O0" "M2" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"2841077" 42 280 3 1 0 0 1 11 0 10 3855 0 0 1 7012 11 14 29 26000 3855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 6 8075 500 0 0 0 "31" "1" "femme" "M" "435" "B" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A1" "R2" "Q1" "O1" "M1" "T0" "D1" "B1" "J0" "J0" "J0" "I0" "non"
"2842638" 50 247 3 1 0 0 1 11 34210 0 0 0 0 1 8858 11 13 79 70800 0 1 50508 2 34210 0 0 2 34210 0 0 0 0 0 0 32 2 1 6 99633 50608 2 3 1 "31" "1" "femme" "M" "305" "D" "K0" "V1" "U2" "X0" "Y2" "R1" "N1" "E0" "G0" "F1" "L0" "H1" "A1" "R2" "Q1" "O1" "M1" "T1" "D0" "B2" "J1" "J2" "J1" "I2" "non"
"2844609" 37 205 3 1 0 0 0 13 58461 16 128423 0 0 1 18926 13 13 43 20500 128423 0 0 2 58461 1 16199 1 42262 0 0 0 0 0 0 15 1 0 4 73489 1352 0 0 0 "31" "1" "femme" "M" "485" "A" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A0" "R2" "Q2" "O0" "M1" "T2" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"2844646" 52 204 3 1 0 0 1 16 14030 0 0 0 0 1 6429 15 14 46 0 0 0 0 1 14030 0 0 1 14030 0 0 0 0 0 0 19 1 0 6 26980 898 0 0 0 "31" "1" "femme" "M" "348" "A" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O1" "M1" "T1" "D1" "B2" "J0" "J0" "J0" "I1" "non"
"2845006" 58 197 3 0 0 0 2 32 92328 5 126742 0 126742 1 28136 31 13 85 0 0 0 0 1 92328 0 0 1 92328 0 0 0 0 0 0 42 1 0 6 116162 0 16 14 0 "31" "1" "homme" "M" "348" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R1" "Q2" "O1" "M2" "T2" "D0" "B2" "J2" "J2" "J0" "I2" "non"
"2845633" 79 245 3 1 0 0 0 16 164426 0 0 0 0 1 129395 16 13 58 0 0 1 55216 3 164426 2 130728 1 33698 0 0 0 0 0 0 28 1 0 5 358568 59910 0 0 0 "31" "1" "femme" "M" "740" "A" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q2" "O0" "M1" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"2846147" 33 168 3 1 0 0 2 14 66458 6 18418 0 18418 1 5279 12 13 53 26000 0 0 0 3 66458 1 36041 2 30417 0 0 0 0 0 0 4 1 0 6 75044 0 0 1 0 "31" "1" "femme" "M" "555" "D" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A0" "R1" "Q1" "O1" "M1" "T2" "D0" "B2" "J0" "J1" "J0" "I1" "non"
"2846228" 50 268 3 1 0 -2 0 30 41475 13 40850 6061 34789 1 16450 30 13 47 0 0 0 0 2 41475 2 41475 0 0 0 0 0 0 0 0 12 1 0 4 53052 2000 0 0 0 "9" "1" "femme" "M" "528" "B" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q2" "O0" "M2" "T1" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"2846663" 72 171 6 0 0 0 1 6 186439 0 0 0 0 2 6682 6 13 31 0 0 0 0 5 186439 1 49044 4 137395 0 0 0 0 0 0 14 1 0 5 236752 36044 0 0 0 "31" "1" "homme" "V" "860" "A" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O1" "M0" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"2847806" 30 130 1 1 0 0 1 12 10678 8 11153 428 10725 1 4643 12 14 56 55400 0 0 0 1 10678 1 10678 0 0 0 0 0 0 0 0 27 1 0 6 10678 0 0 0 9 "31" "1" "femme" "C" "840" "C" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A0" "R1" "Q1" "O1" "M1" "T1" "D1" "B2" "J0" "J0" "J2" "I0" "non"
"2847818" 51 130 4 0 0 0 0 27 13179 0 0 0 0 1 3368 27 13 41 20000 0 1 4461 1 13179 0 0 1 13179 0 0 0 0 0 0 5 1 0 6 19015 4461 31 23 0 "31" "1" "homme" "S" "545" "B" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A1" "R1" "Q1" "O0" "M2" "T1" "D0" "B1" "J2" "J2" "J0" "I1" "non"
"2848485" 43 117 2 0 0 0 5 61 38256 8 244178 17881 50437 2 42430 60 13 68 0 175860 0 0 3 38256 2 38129 1 127 0 0 0 0 0 0 18 2 0 6 42268 0 27 24 30 "31" "1" "homme" "D" "311" "A" "K1" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R1" "Q2" "O2" "M2" "T1" "D0" "B2" "J2" "J2" "J2" "I1" "non"
"2849971" 45 86 3 1 0 0 2 19 1003 0 0 0 0 1 15673 19 13 63 0 0 0 0 1 1003 0 0 1 1003 0 0 0 0 0 0 4 1 0 6 15832 0 0 0 0 "31" "1" "femme" "M" "375" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q2" "O1" "M1" "T1" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"2850135" 41 82 2 0 0 0 4 13 5038 6 6262 6262 0 1 -768 13 13 54 0 0 0 0 2 5038 1 4868 1 170 0 0 0 0 0 0 16 1 0 6 5038 0 11 17 18 "31" "2" "homme" "D" "550" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R0" "Q0" "O2" "M1" "T1" "D0" "B2" "J2" "J2" "J2" "I0" "non"
"2850286" 24 79 1 1 0 0 1 5 79912 0 0 0 0 1 1485 5 14 27 0 0 0 0 1 79912 1 79912 0 0 0 0 0 0 0 0 5 1 0 6 82733 0 0 11 9 "31" "1" "femme" "C" "840" "C" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O1" "M0" "T2" "D1" "B1" "J0" "J2" "J2" "I1" "non"
"2852031" 30 51 3 0 0 0 0 5 0 0 0 0 0 1 1890 5 14 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1 0 7 3822 0 17 0 0 "31" "1" "homme" "M" "545" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O0" "M0" "T0" "D1" "B0" "J2" "J0" "J0" "I0" "non"
"2852336" 42 42 3 0 0 0 0 5 0 0 0 0 0 1 1038 5 23 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 16 0 0 0 0 "32" "1" "homme" "M" "545" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "J0" "J0" "I0" "non"
"2941380" 51 214 3 1 0 0 1 13 13455 27 88277 0 88277 1 4114 13 14 24 0 0 0 0 3 13455 2 12577 0 0 1 878 0 0 0 0 5 1 0 4 20695 500 0 0 8 "82" "5" "femme" "M" "568" "B" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q1" "O1" "M1" "T1" "D1" "B0" "J0" "J0" "J2" "I1" "non"
"2941573" 47 199 3 0 0 0 0 20 105 9 131883 0 131883 2 -174 21 13 56 0 0 0 0 2 105 1 0 1 105 0 0 0 0 0 0 31 1 0 7 2779 0 22 18 17 "82" "5" "homme" "M" "428" "C" "K1" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R1" "Q0" "O0" "M1" "T0" "D0" "B2" "J2" "J2" "J2" "I0" "non"
"3041942" 57 256 3 1 0 0 0 13 286 9 2373 0 2373 1 7911 13 14 47 0 0 0 0 2 286 0 0 2 286 0 0 0 0 0 0 16 1 0 6 6063 0 0 0 0 "31" "2" "femme" "M" "508" "B" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R2" "Q1" "O0" "M1" "T0" "D1" "B2" "J0" "J0" "J0" "I0" "non"
"3044574" 48 297 1 0 0 0 2 29 0 3 21055 0 21055 1 -5194 28 13 65 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 11 3 2 6 5610 200 26 25 23 "31" "1" "homme" "C" "545" "C" "K0" "V0" "U1" "X1" "Y0" "R1" "N1" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q0" "O1" "M2" "T0" "D0" "B2" "J2" "J2" "J2" "I0" "non"
"3142910" 54 231 3 1 0 0 0 21 68783 8 20349 0 0 1 10118 17 13 10 0 20349 0 0 2 68783 1 41953 1 26830 0 0 0 0 0 0 2 1 0 5 80362 500 0 0 0 "31" "3" "femme" "M" "528" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A2" "R2" "Q2" "O0" "M1" "T2" "D0" "B0" "J0" "J0" "J0" "I1" "non"
"3143120" 38 223 1 1 0 0 1 9 0 0 0 0 0 1 9199 9 13 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 1 0 4 14589 0 0 0 0 "31" "3" "femme" "C" "520" "B" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q2" "O1" "M0" "T0" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"3145085" 33 161 1 0 0 0 0 10 0 0 0 0 0 1 6331 10 13 24 39000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 1 0 6 617 0 0 0 0 "31" "1" "homme" "C" "635" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q1" "O0" "M0" "T0" "D0" "B0" "J0" "J0" "J0" "I0" "non"
"3145477" 36 147 1 0 0 0 1 16 12174 0 0 0 0 1 5686 13 13 34 15000 0 0 0 1 12174 0 0 1 12174 0 0 0 0 0 0 15 1 0 6 21327 0 2 3 0 "31" "2" "homme" "C" "308" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q1" "O1" "M1" "T1" "D0" "B1" "J1" "J2" "J0" "I1" "non"
"3145563" 38 143 5 1 0 0 0 19 11075 7 23667 0 23667 1 4141 11 13 38 0 0 0 0 1 11075 0 0 1 11075 0 0 0 0 0 0 11 1 0 6 16469 0 0 0 0 "31" "3" "femme" "U" "555" "D" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R1" "Q1" "O0" "M1" "T1" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"3146067" 59 123 1 1 0 -3 2 34 189 9 240408 62310 178098 2 -42411 34 13 43 290530 0 0 0 1 189 0 0 1 189 0 0 0 0 0 0 13 2 0 7 197 0 45 37 32 "81" "3" "femme" "C" "375" "D" "K1" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R1" "Q0" "O1" "M2" "T0" "D0" "B1" "J2" "J2" "J2" "I0" "non"
"3146161" 57 120 2 0 0 0 1 17 269112 0 0 0 0 1 3998 14 13 47 0 0 1 43179 3 269112 2 239112 1 30000 0 0 0 0 0 0 0 1 1 5 318116 43179 0 0 0 "31" "3" "homme" "D" "528" "A" "K0" "V1" "U2" "X2" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H1" "A2" "R1" "Q1" "O1" "M1" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"3240668" 67 294 3 1 0 0 0 5 300 0 0 0 0 1 832 5 13 14 12000 0 0 0 1 300 0 0 1 300 0 0 0 0 0 0 0 1 0 7 6766 1500 0 19 24 "31" "1" "femme" "M" "700" "D" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q0" "O0" "M0" "T0" "D0" "B0" "J0" "J2" "J2" "I0" "non"
"3243479" 37 170 3 0 0 0 0 10 2125 0 0 0 0 1 3328 10 13 41 29090 0 0 0 1 2125 0 0 1 2125 0 0 0 0 0 0 16 1 0 6 5980 0 0 0 0 "31" "1" "homme" "M" "527" "D" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q1" "O0" "M0" "T1" "D0" "B1" "J0" "J0" "J0" "I0" "non"
"3243640" 41 238 1 1 0 -2 0 14 279 12 29021 2131 26890 1 -5244 13 13 36 0 0 0 0 3 279 1 0 2 279 0 0 0 0 0 0 10 2 1 7 479 200 27 23 26 "31" "1" "femme" "C" "428" "C" "K0" "V0" "U2" "X1" "Y2" "R1" "N1" "E1" "G1" "F0" "L0" "H1" "A1" "R2" "Q0" "O0" "M1" "T0" "D0" "B1" "J2" "J2" "J2" "I0" "non"
"3244235" 32 138 3 1 0 0 0 22 313 39 462600 237 13889 2 -2897 22 13 56 155260 448474 0 0 3 313 2 0 1 313 0 0 0 0 0 0 15 2 1 7 1178 0 43 27 27 "95" "1" "femme" "M" "485" "D" "K1" "V0" "U2" "X2" "Y1" "R1" "N1" "E1" "G1" "F1" "L1" "H0" "A0" "R1" "Q0" "O0" "M1" "T0" "D0" "B2" "J2" "J2" "J2" "I0" "non"
"3244536" 50 125 2 0 0 0 0 3 0 0 0 0 0 1 2646 3 14 21 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 2541 0 0 0 0 "31" "1" "homme" "D" "528" "C" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q0" "O0" "M0" "T0" "D1" "B0" "J0" "J0" "J0" "I0" "non"
"3244886" 26 114 1 1 0 0 1 8 0 0 0 0 0 1 2230 8 14 14 17220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1464 0 13 9 0 "31" "1" "femme" "C" "840" "D" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q0" "O1" "M0" "T0" "D1" "B0" "J2" "J2" "J0" "I0" "non"
"3245197" 45 102 1 1 0 0 1 7 2703 0 1037 1037 0 1 1570 6 13 15 0 0 0 0 1 2703 0 0 1 2703 0 0 0 0 0 0 0 1 1 6 2703 0 15 0 2 "31" "1" "femme" "C" "630" "C" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G1" "F0" "L0" "H0" "A1" "R1" "Q0" "O1" "M0" "T1" "D0" "B0" "J2" "J0" "J1" "I0" "non"
"3250756" 45 236 3 0 0 0 1 87 99953 8 257301 0 0 1 155776 87 13 58 0 257301 0 0 1 99953 1 99953 0 0 0 0 0 0 0 0 25 2 0 4 289655 0 0 0 0 "31" "1" "homme" "M" "485" "B" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R2" "Q2" "O1" "M2" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"3251040" 53 224 2 0 0 0 2 107 2335 19 20394 0 20394 1 51583 107 14 31 0 0 0 0 1 2335 1 2335 0 0 0 0 0 0 0 0 4 1 0 4 27061 0 0 0 0 "31" "2" "homme" "D" "348" "B" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R2" "Q2" "O1" "M2" "T1" "D1" "B1" "J0" "J0" "J0" "I1" "non"
"3252495" 29 166 3 1 0 -2 1 11 0 0 686 686 0 1 1015 11 15 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 7 0 0 9 7 13 "31" "2" "femme" "M" "635" "4" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G1" "F0" "L0" "H0" "A0" "R1" "Q0" "O1" "M1" "T0" "D2" "B1" "J2" "J2" "J2" "I0" "non"
"3253668" 36 115 3 1 0 0 0 3 0 0 0 0 0 1 1188 3 21 6 7000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 171 0 0 0 0 "31" "3" "femme" "M" "635" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "J0" "J0" "I0" "non"
"3256410" 22 77 1 0 0 0 3 12 0 0 0 0 0 1 2994 12 13 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 2 0 6 4557 0 0 3 11 "31" "3" "homme" "C" "840" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O2" "M1" "T0" "D0" "B2" "J0" "J2" "J2" "I0" "non"
"3340129" 65 313 2 1 0 0 0 10 35397 0 3260 3260 0 1 138 10 13 27 50500 0 2 39521 3 35397 1 34740 2 657 0 0 0 0 0 0 5 1 0 6 75418 40021 4 16 31 "31" "1" "femme" "D" "655" "B" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G1" "F1" "L0" "H1" "A2" "R2" "Q0" "O0" "M0" "T1" "D0" "B1" "J2" "J2" "J2" "I1" "non"
"3340480" 60 306 3 1 0 0 0 58 34667 1 10370 0 10370 1 10789 46 14 64 0 0 0 0 1 34667 0 0 1 34667 0 0 0 0 0 0 23 3 0 6 59632 0 0 0 6 "31" "1" "femme" "M" "338" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R2" "Q2" "O0" "M2" "T1" "D1" "B2" "J0" "J0" "J2" "I1" "non"
"3341425" 58 279 3 1 0 0 10 68 85716 0 0 0 0 2 22306 68 13 55 73950 0 0 0 3 85716 1 10143 2 75573 0 0 0 0 0 0 5 3 0 6 109336 750 0 0 0 "31" "1" "femme" "M" "345" "A" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q2" "O2" "M2" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"3342318" 44 256 3 1 0 0 3 15 155 0 0 0 0 1 5803 15 13 53 0 0 0 0 1 155 0 0 1 155 0 0 0 0 0 0 24 2 1 6 8222 0 0 0 3 "31" "1" "femme" "M" "428" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q1" "O2" "M1" "T0" "D0" "B2" "J0" "J0" "J2" "I0" "non"
"3342565" 36 249 1 1 0 0 0 5 11012 0 0 0 0 1 18392 1 13 37 84400 0 0 0 2 11012 1 0 1 11012 0 0 0 0 0 0 13 3 2 6 18939 0 0 0 0 "31" "1" "femme" "C" "528" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E0" "G0" "F1" "L0" "H0" "A0" "R2" "Q2" "O0" "M0" "T1" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"3344663" 19 191 1 1 0 0 2 1 57818 0 0 0 0 1 402 1 15 15 0 0 0 0 3 78967 2 57818 0 0 0 0 1 21149 0 0 0 2 1 5 81462 0 0 0 0 "31" "1" "femme" "C" "840" "C" "K0" "V0" "U2" "X2" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q0" "O1" "M0" "T2" "D2" "B0" "J0" "J0" "J0" "I1" "non"
"3345060" 40 188 1 0 0 0 3 9 100 0 4929 4929 0 1 -2242 9 13 40 0 0 0 0 1 100 0 0 1 100 0 0 0 0 0 0 0 1 1 7 100 0 22 25 31 "31" "1" "homme" "C" "320" "D" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G1" "F0" "L0" "H0" "A1" "R1" "Q0" "O2" "M0" "T0" "D0" "B1" "J2" "J2" "J2" "I0" "non"
"3348053" 25 97 1 1 0 0 1 8 8037 0 0 0 0 1 3938 8 15 42 0 0 0 0 2 8037 1 7930 1 107 0 0 0 0 0 0 29 2 1 6 13221 0 1 0 6 "31" "1" "femme" "C" "840" "C" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q1" "O1" "M0" "T1" "D2" "B1" "J1" "J0" "J2" "I1" "non"
"3442066" 40 238 1 1 0 0 0 2 0 0 0 0 0 1 5494 2 14 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 1 2529 0 0 0 0 "82" "1" "femme" "C" "475" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q1" "O0" "M0" "T0" "D1" "B0" "J0" "J0" "J0" "I0" "non"
"3444017" 31 152 1 1 0 0 0 9 50200 12 49172 12124 37048 1 -8161 9 13 41 0 0 0 0 4 50200 2 49822 2 378 0 0 0 0 0 0 22 1 0 6 50200 0 31 28 23 "82" "1" "femme" "C" "528" "B" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T2" "D0" "B1" "J2" "J2" "J2" "I1" "non"
"3460239" 60 176 3 1 0 0 1 11 256 3 21444 0 21444 1 6048 10 13 52 0 0 0 0 1 256 0 0 1 256 0 0 0 0 0 0 10 1 0 6 36631 0 0 2 1 "82" "3" "femme" "M" "770" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R1" "Q1" "O1" "M1" "T0" "D0" "B2" "J0" "J1" "J1" "I1" "non"
